minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Penelope,0.6119279343129889,22.856339253018156,14.15363628270352,30.482245192098098,8.495614223990057,20.397939954381865,11.092041023821487,20.334500128251403
12,Daffy Duck,0.6358158886311996,26.269223032190574,15.114565389532483,32.20038395181474,7.870111466659434,15.255312806570391,14.52842381770661,30.6380558304561
24,Sylvester,0.6146487618477837,30.92231323103294,13.251237814365203,37.976636938205196,8.607940042178006,22.63445262514903,13.17942659779155,27.75764945057514
24,Marvin the Martian,0.5991585774440691,32.067529221238686,14.251189344371243,34.14906143932031,5.817476437779555,24.292974906274466,14.289283407161374,25.3530007583599
24,Road Runner,0.619188767473994,30.731084818880465,14.338393385386025,32.84778928226771,7.133931782171104,29.173407844518316,12.040089930161157,19.058626809732143
24,Foghorn Leghorn,0.6164953846012886,31.491719008987598,15.48990115911228,34.16300029126544,6.06611837296474,19.704524819621277,15.707430183744327,30.351610170409376
24,Bugs Bunny,0.6305545258847429,37.08626009564823,15.77753812005783,36.07650065775571,5.251070964250904,19.402774510311197,14.474816174990485,31.369343121620116
24,Elmer Fudd,0.6199904035628749,29.439635287931257,13.9636781740912,34.54248117229824,2.4886891581175266,28.480939357956053,13.883948827906769,24.355370884174878
24,Lola Bunny,0.6397477235103061,31.159047123713083,14.025163151030803,40.6111836099259,3.693293969912617,27.75400824033946,17.184521460508634,33.98005520649285
24,Porky Pig,0.6299296436989923,28.302657558443983,14.52642499355986,37.64786667429402,5.56719992682247,16.298601331296602,14.027583644794191,33.32961506628433
24,Tasmanian Devil,0.6145802855469612,28.904402659206582,13.627626948662808,38.44004612263007,6.422395323502462,21.12301050747905,9.220707484942173,23.613423684119827
24,Gossamer,0.620636627413204,32.10506713990462,15.326928235203628,31.08272363826516,4.439027966387564,17.883890943285532,15.47404458222721,30.10565653056908
24,Granny,0.6171866215977763,31.560213314524397,14.869650751634158,33.293198257250936,8.203217753736205,19.101810932625618,12.794060796111847,26.014455696419187
24,Wile E. Coyote,0.6131868510362971,27.942227569346574,14.191885794181696,36.00399067111231,4.770046292376315,24.6507979310263,14.574224197402582,27.32713768363445
24,Tweety,0.6131494514115532,29.801312529516757,13.495496350871257,36.83541159124202,6.367495143586117,24.337792718747778,11.314483498674395,23.661197077849696
24,Penelope,0.5988895766548755,28.694659620869068,15.023925829643638,31.167339262808763,9.087070554785406,21.536198960816577,13.539051210037071,22.63559705794793
24,Daffy Duck,0.6305918850803174,33.47821740327544,13.359772131400437,35.53233487985339,7.405694379013378,18.99361546743252,11.539047394958963,27.672689837203396
36,Sylvester,0.6173596265503278,34.99341783423503,15.368061732641152,37.236538685391935,7.618225981184018,14.81604902200864,11.558794989281466,29.533857294876032
36,Marvin the Martian,0.6098985178039681,30.141742164394973,12.808885198733133,32.99117679974617,6.000131447669924,19.307836301489715,8.333322750550817,20.658587744658657
36,Road Runner,0.6241530621380004,32.219962001892064,14.804408068324033,37.10026179798337,5.3668758863496535,28.239930467770456,14.256577741408803,25.87440639064437
36,Foghorn Leghorn,0.6277215278975873,30.229929027107858,16.543564101641852,35.81681562096696,5.694164864078586,19.622190450951447,17.78073248113941,34.29383959248142
36,Bugs Bunny,0.6216218143812341,30.50418304002397,16.923817747708263,28.86022009963728,6.967998299339426,16.596225031577273,17.49525822789586,30.753305401492145
36,Elmer Fudd,0.6280751494689482,30.999542334080495,16.7596387673012,35.05594197351839,5.108392967125788,18.105155856672308,14.042642889660359,29.711718248478096
36,Lola Bunny,0.6299833428115885,34.03643233795281,13.642317535083942,37.51022558452207,5.01792254758051,20.34575146454893,15.181716085251816,33.538786670175796
36,Porky Pig,0.6103296539428875,28.604887096100825,14.770192593849549,36.571754064104105,5.405132954876393,20.97732654622851,14.684856708474797,29.517707758255607
36,Tasmanian Devil,0.6077640455679731,27.86548499307417,15.514656202736221,35.27861521264735,4.5492023370925505,20.50451204231876,9.449248497553155,21.350516750964648
36,Gossamer,0.6369726839342759,29.8902775842098,14.476776445279416,37.087952956719434,7.459299956537401,12.092069933739374,16.524466763568984,39.175722684706926
36,Granny,0.6147435171221897,27.068059240593133,15.56756577875911,35.318753463211344,5.21751225026539,17.671212086649767,17.49534163433585,34.420218826479925
36,Wile E. Coyote,0.6329877053322137,34.74365068870762,15.188187722539931,32.63512988991028,7.858883155908625,17.53194791205585,12.795739915114277,27.717372730482413
36,Tweety,0.5988588834777212,28.78693131695505,14.018364376858635,37.48705625096391,6.295438098813964,24.83376070661102,13.184869682868218,25.15420898760998
36,Penelope,0.6071204447205231,29.839655391102678,15.889597825166554,31.34364661998844,6.951559059786047,14.831219206593895,11.658541325113475,24.92035307544661
36,Daffy Duck,0.6389541821174021,32.301805203300574,16.58522382698848,37.66284410228729,8.472591712897295,18.395539989634898,16.023145645889205,33.84257999599821
